Product,Product Description,Material Group (for the Product),Material Type (for the Product),IM Material Number,Material Type For IM Material,Material Sub group,IM Material Description,IM Spec Number,ZHE1 Material Number,ZHE1 Material Description,Mfr Part Number,X-Plant Matl Status of ZHE1 Matl,Manufacturer,Manufacturer_Name,Mfr Block Function,Approved_MFG_Location,Source Location,ADM Country,ADM Animal,ADM Tissue
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3001023,ZRO1,FLTR,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",RMS-001427,11003069,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",KTGRA04TT3,Z0,100046380,EMD MILLIPORE CORP,Z3,,,US,BOV,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3001273,ZRO1,MEDIA,MEDIA  ASM031,RMS-001754,11004179,MEDIA  ASM031,68227C,Z0,100044499,SAFC BIOSCIENCES INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3001273,ZRO1,MEDIA,MEDIA  ASM031,RMS-001754,11010031,MEDIA  ASM031,68227C,Z0,100060860,SAFC SIGMA ALDRICH INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3001274,ZRO1,MEDIA,MEDIA  ABM167,RMS-001755,11004190,MEDIA  ABM167,68228C,Z0,100044499,SAFC BIOSCIENCES INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3001274,ZRO1,MEDIA,MEDIA  ABM167,RMS-001755,11010032,MEDIA  ABM167,68228C,Z0,100060860,SAFC SIGMA ALDRICH INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3001275,ZRO1,MEDIA,MEDIA  ABM166,RMS-001756,11004191,MEDIA  ABM166,68226C,Z0,100044499,SAFC BIOSCIENCES INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3001275,ZRO1,MEDIA,MEDIA  ABM166,RMS-001756,11010033,MEDIA  ABM166,68226C,Z0,100060860,SAFC SIGMA ALDRICH INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11013203,"SIUSE Tubng  3/4"" Inflate-Purge",HM00316-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11013203,"SIUSE Tubng  3/4"" Inflate-Purge",HM00316-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MEX,BOV,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11013173,"SIUSE Tubng 3/4"" Recirculation",HM00319-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11013240,"SIUSE Tubng 3/4"" Recirculation",FTN001-N00-B8151-01,Z2,100050398,MEISSNER FILTRATION PRODUCTS INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11013174,"SIUSE Tubng 3/4"" Vent Tubing",HM00317-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002137,ZRO1,SIUSE,"SIUSE 20"" Assembly Perfusion Tubing",RMS-002111,11005832,"SIUSE 20"" SHR Asmbly-Perfusion Tubng",B106155-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002137,ZRO1,SIUSE,"SIUSE 20"" Assembly Perfusion Tubing",RMS-002111,11014324,"SIUSE 20"" Assembly Perfusion Tubing",FBT131638,Z2,100073496,SARTORIUS STEDIM NORTH AMERICA INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002175,ZRO1,FLTR,FLTR Opticap XLT Polysep II,RMS-002124,11005848,FLTR Opticap XLT Polysep II,KGW3A2TTT1,Z0,100046380,EMD MILLIPORE CORP,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3002192,ZRO1,SIUSE,"SIUSE 3/4"" Silicone Ext-TCs, 10' Tubng",RMS-002163,11005941,"SIUSE 3/4"" Silicone Ext-TCs, 10' Tubng",B106105-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",ND,ND,TLW
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3003348,ZRO1,FLTR,FLTR Sartofluor GA 0.2 MidiCap,RMS-002515,11007476,FLTR Sartofluor GA 0.2 MidiCap,5185307T9--SS--A,Z0,100073496,SARTORIUS STEDIM NORTH AMERICA INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3003798,ZRO1,SIUSE,"SIUSE 2500L Storage bag with 3/4"" MACD",RMS-002509,11008284,"SIUSE 2500L Storage bag with 3/4"" MACD",MIL2500L1383702,Z2,100046380,EMD MILLIPORE CORP,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3003798,ZRO1,SIUSE,"SIUSE 2500L Storage bag with 3/4"" MACD",RMS-002509,11014516,"SIUSE 2500L Storage bag with 3/4"" MACD",B118244-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3003848,ZRO1,SIUSE,SIUSE 5000L ASI IMPULSE PREP BAG,RMS-002574,11008377,SIUSE 5000L ASI IMPULSE PREP BAG,HM00068-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3003848,ZRO1,SIUSE,SIUSE 5000L ASI IMPULSE PREP BAG,RMS-002574,11013236,SIUSE 5000L ASI IMPULSE PREP BAG,HM00315-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3003876,ZRO1,MEDIA,MEDIA ABM166 4005g,RMS-001756,11008452,MEDIA ABM166 4005g,68226C,Z0,100044499,SAFC BIOSCIENCES INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3003886,ZRO1,MEDIA,MEDIA ABM167 5820g,RMS-001755,11008454,MEDIA ABM167 5820g,68228C,Z0,100044499,SAFC BIOSCIENCES INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3003887,ZRO1,MEDIA,MEDIA ASM031 5853g,RMS-001754,11008455,MEDIA ASM031 5853g,68227C,Z0,100044499,SAFC BIOSCIENCES INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3005913,ZRO1,SIUSE,SIUSE 20” XLM Asmbly-perf,RMS-003251,11012293,SIUSE 20” XLM Asmbly-perf.,FBT131638,Z0,100073496,SARTORIUS STEDIM NORTH AMERICA INC,Z3,,,,,
7001495,SOL ABM167-002 Prod Medium,,ZHA2,3005913,ZRO1,SIUSE,SIUSE 20” XLM Asmbly-perf,RMS-003251,11014573,SIUSE 20” XLM Asmbly-perf,FBT131638,Z2,100073496,SARTORIUS STEDIM NORTH AMERICA INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,2006,ZRO1,CHEM,CHEM Glucose,RMS-000828,11000674,CHEM Glucose,1919,Z0,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,2006,ZRO1,CHEM,CHEM Glucose,RMS-000828,11000675,CHEM Glucose,4908,Z3,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,2006,ZRO1,CHEM,CHEM Glucose,RMS-000828,11010839,CHEM Glucose,1.37048,Z0,100050563,EMD MILLIPORE CORP,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,2078,ZRO1,CHEM,CHEM Sodium Hydroxide 10M,RMS-000922,11000805,CHEM Sodium Hydroxide 10M,5000,Z2,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,2078,ZRO1,CHEM,CHEM Sodium Hydroxide 10M,RMS-000922,11002798,CHEM Sodium Hydroxide 10M,2010040000,Z8,100102731,BHM CHEMIKALIENHANDEL GMBH,Z5,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,2078,ZRO1,CHEM,CHEM Sodium Hydroxide 10M,RMS-000922,11002799,CHEM Sodium Hydroxide 10M,11133-16-9999-5,Z8,100102703,HERKOMMER & BANGERTER VERTRIEBS,Z5,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,21074,ZRO1,CHEM,CHEM L-Asparagine Monohydrate,RMS-001062,11000908,CHEM L-Asparagine Monohydrate,2068,Z0,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,21074,ZRO1,CHEM,CHEM L-Asparagine Monohydrate,RMS-001062,11014409,CHEM L-Asparagine Monohydrate,RES10070-A7,Z2,100060860,SAFC SIGMA ALDRICH INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,21097,ZRO1,CHEM,CHEM L-Tyrosine Disodium 2H2O,RMS-001094,11000968,CHEM L-Tyrosine Disodium 2H2O,91235C,Z2,100044499,SAFC BIOSCIENCES INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,21097,ZRO1,CHEM,CHEM L-Tyrosine Disodium 2H2O,RMS-001094,11012969,CHEM L-Tyrosine Disodium 2H2O,CR90024,Z8,100044499,SAFC BIOSCIENCES INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,21097,ZRO1,CHEM,CHEM L-Tyrosine Disodium 2H2O,RMS-001094,11015641,CHEM L-Tyrosine Disodium 2H2O,2094,Z1,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,2140,ZRO1,CHEM,CHEM Sodium Bicarbonate USP,RMS-000202,11001319,CHEM Sodium Bicarbonate USP,3509,Z0,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,2140,ZRO1,CHEM,CHEM Sodium Bicarbonate USP,RMS-000202,11014666,CHEM Sodium Bicarbonate USP,18-63062,Z8,100258252,UNIVAR CANADA LTD,Z5,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,2976,ZRO1,CHEM,CHEM L-Glutamine USP,RMS-000800,11002038,CHEM L-Glutamine USP,2078,Z0,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,2976,ZRO1,CHEM,CHEM L-Glutamine USP,RMS-000800,11013703,CHEM L-Glutamine USP,32740,Z2,100041126,AJINOMOTO HEALTH & NUTRITION,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3000110,ZRO1,MEDCP,MEDCP Long R3 IGF-1 GF Liquid,RMS-000218,11002422,MEDCP Long R3 IGF-1 GF Liquid,91590C,Z0,100044499,SAFC BIOSCIENCES INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3000110,ZRO1,MEDCP,MEDCP Long R3 IGF-1 GF Liquid,RMS-000218,11015181,MEDCP Long R3 IGF-1 GF Liquid,10-1011-125,Z2,100268262,REPLIGEN SWEDEN AB,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3000558,ZRO1,CHEM,CHEM Spermine Tetrahydrochloride,RMS-001310,11008384,CHEM Spermine Tetrahydrochloride,137141,Z2,100060860,SAFC SIGMA ALDRICH INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3001023,ZRO1,FLTR,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",RMS-001427,11003069,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",KTGRA04TT3,Z0,100046380,EMD MILLIPORE CORP,Z3,,,CA,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3001023,ZRO1,FLTR,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",RMS-001427,11003069,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",KTGRA04TT3,Z0,100046380,EMD MILLIPORE CORP,Z3,,,US,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002072,ZRO1,MEDIA,MEDIA  ABM 371,RMS-002064,11005770,MEDIA  ABM 371,CR60059,Z0,100044499,SAFC BIOSCIENCES INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002072,ZRO1,MEDIA,MEDIA  ABM 371,RMS-002064,11010044,MEDIA  ABM 371,CR60059,Z0,100060860,SAFC SIGMA ALDRICH INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11013203,"SIUSE Tubng  3/4"" Inflate-Purge",HM00316-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11013203,"SIUSE Tubng  3/4"" Inflate-Purge",HM00316-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MEX,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11013173,"SIUSE Tubng 3/4"" Recirculation",HM00319-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11013240,"SIUSE Tubng 3/4"" Recirculation",FTN001-N00-B8151-01,Z2,100050398,MEISSNER FILTRATION PRODUCTS INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11013174,"SIUSE Tubng 3/4"" Vent Tubing",HM00317-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002137,ZRO1,SIUSE,"SIUSE 20"" Assembly Perfusion Tubing",RMS-002111,11005832,"SIUSE 20"" SHR Asmbly-Perfusion Tubng",B106155-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002137,ZRO1,SIUSE,"SIUSE 20"" Assembly Perfusion Tubing",RMS-002111,11014324,"SIUSE 20"" Assembly Perfusion Tubing",FBT131638,Z2,100073496,SARTORIUS STEDIM NORTH AMERICA INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3002192,ZRO1,SIUSE,"SIUSE 3/4"" Silicone Ext-TCs, 10' Tubng",RMS-002163,11005941,"SIUSE 3/4"" Silicone Ext-TCs, 10' Tubng",B106105-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",ND,ND,TLW
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3003348,ZRO1,FLTR,FLTR Sartofluor GA 0.2 MidiCap,RMS-002515,11007476,FLTR Sartofluor GA 0.2 MidiCap,5185307T9--SS--A,Z0,100073496,SARTORIUS STEDIM NORTH AMERICA INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3003797,ZRO1,SIUSE,"SIUSE 2500L Storage bag with 3/8"" MACD",RMS-002592,11008283,"SIUSE 2500L Storage bag with 3/8"" MACD",MIL2500L147590,Z2,100046380,EMD MILLIPORE CORP,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3003797,ZRO1,SIUSE,"SIUSE 2500L Storage bag with 3/8"" MACD",RMS-002592,11015081,"SIUSE 2500L Storage bag with 3/8"" MACD",SUT10145,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3003848,ZRO1,SIUSE,SIUSE 5000L ASI IMPULSE PREP BAG,RMS-002574,11008377,SIUSE 5000L ASI IMPULSE PREP BAG,HM00068-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3003848,ZRO1,SIUSE,SIUSE 5000L ASI IMPULSE PREP BAG,RMS-002574,11013236,SIUSE 5000L ASI IMPULSE PREP BAG,HM00315-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3004984,ZRO1,MEDIA,MEDIA ABM371 61125g,RMS-002064,11010479,MEDIA ABM371 61125g,CR60059,Z0,100044499,SAFC BIOSCIENCES INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3005913,ZRO1,SIUSE,SIUSE 20” XLM Asmbly-perf,RMS-003251,11012293,SIUSE 20” XLM Asmbly-perf.,FBT131638,Z0,100073496,SARTORIUS STEDIM NORTH AMERICA INC,Z3,,,,,
7001496,SOL ABM371-007 Perfusion Feed Medium 1,,ZHA2,3005913,ZRO1,SIUSE,SIUSE 20” XLM Asmbly-perf,RMS-003251,11014573,SIUSE 20” XLM Asmbly-perf,FBT131638,Z2,100073496,SARTORIUS STEDIM NORTH AMERICA INC,Z3,,,,,
7001497,SOL ABM371-004 Perfusion Feed Medium 2,,ZHA2,2006,ZRO1,CHEM,CHEM Glucose,RMS-000828,11000674,CHEM Glucose,1919,Z0,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001497,SOL ABM371-004 Perfusion Feed Medium 2,,ZHA2,2006,ZRO1,CHEM,CHEM Glucose,RMS-000828,11000675,CHEM Glucose,4908,Z3,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001497,SOL ABM371-004 Perfusion Feed Medium 2,,ZHA2,2006,ZRO1,CHEM,CHEM Glucose,RMS-000828,11010839,CHEM Glucose,1.37048,Z0,100050563,EMD MILLIPORE CORP,Z3,,,,,
7001497,SOL ABM371-004 Perfusion Feed Medium 2,,ZHA2,2078,ZRO1,CHEM,CHEM Sodium Hydroxide 10M,RMS-000922,11000805,CHEM Sodium Hydroxide 10M,5000,Z2,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001497,SOL ABM371-004 Perfusion Feed Medium 2,,ZHA2,2078,ZRO1,CHEM,CHEM Sodium Hydroxide 10M,RMS-000922,11002798,CHEM Sodium Hydroxide 10M,2010040000,Z8,100102731,BHM CHEMIKALIENHANDEL GMBH,Z5,,,,,
7001497,SOL ABM371-004 Perfusion Feed Medium 2,,ZHA2,2078,ZRO1,CHEM,CHEM Sodium Hydroxide 10M,RMS-000922,11002799,CHEM Sodium Hydroxide 10M,11133-16-9999-5,Z8,100102703,HERKOMMER & BANGERTER VERTRIEBS,Z5,,,,,
7001497,SOL ABM371-004 Perfusion Feed Medium 2,,ZHA2,21074,ZRO1,CHEM,CHEM L-Asparagine Monohydrate,RMS-001062,11000908,CHEM L-Asparagine Monohydrate,2068,Z0,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001497,SOL ABM371-004 Perfusion Feed Medium 2,,ZHA2,21074,ZRO1,CHEM,CHEM L-Asparagine Monohydrate,RMS-001062,11014409,CHEM L-Asparagine Monohydrate,RES10070-A7,Z2,100060860,SAFC SIGMA ALDRICH INC,Z3,,,,,
7001497,SOL ABM371-004 Perfusion Feed Medium 2,,ZHA2,21097,ZRO1,CHEM,CHEM L-Tyrosine Disodium 2H2O,RMS-001094,11000968,CHEM L-Tyrosine Disodium 2H2O,91235C,Z2,100044499,SAFC BIOSCIENCES INC,Z3,,,,,
